state,city,address,zip_code,name,phone,latitude,longitude,url,country
Arizona,Tucson,4857 E Grant Rd,85712,4857 E Grant Rd,(520) 910-0932,32.25177128286577,-110.89006690858098,https://locations.chipotle.com/../az/tucson/4857-e-grant-rd,USA
California,Bakersfield,3345 Buena Vista Rd,93311,3345 Buena Vista Rd,(661) 529-3575,35.3241043,-119.1285617,https://locations.chipotle.com/../ca/bakersfield/3345-buena-vista-rd,USA
California,Bakersfield,9723 Panama Ln,93311,9723 Panama Ln,(661) 529-3564,35.2960076,-119.1110519,https://locations.chipotle.com/../ca/bakersfield/9723-panama-ln,USA
California,Brentwood,7580 Brentwood Blvd,94513,7580 Brentwood Blvd,(925) 390-0147,37.9453441,-121.6958194,https://locations.chipotle.com/../ca/brentwood/7580-brentwood-blvd,USA
California,Huntington Beach,20962 Magnolia St,92646,20962 Magnolia St,(657) 502-0007,33.8037935,-117.975649,https://locations.chipotle.com/../ca/huntington-beach/20962-magnolia-st,USA
California,Redwood City,224 Redwood Shores Pkwy,94065,224 Redwood Shores Pkwy,(650) 674-4006,37.52172124999472,-122.25185753841744,https://locations.chipotle.com/../ca/redwood-city/224-redwood-shores-pkwy,USA
California,Sacramento,2650 Arena Blvd,95834,2650 Arena Blvd,(279) 247-9068,38.6426399,-121.5210512,https://locations.chipotle.com/../ca/sacramento/2650-arena-blvd,USA
California,San Francisco,525 Market Street,94105,525 Market Street,(415) 278-0461,37.79046409288761,-122.39929950399244,https://locations.chipotle.com/../ca/san-francisco/525-market-street,USA
California,Sanger,2880 Jensen Ave,93657,2880 Jensen Ave,(816) 763-1350,36.7068473,-119.5774234,https://locations.chipotle.com/../ca/sanger/2880-jensen-ave,USA
California,Stockton,1205 E Hammer Ln,95210,1205 E Hammer Ln,(209) 800-0870,38.02125776284088,-121.29702545636836,https://locations.chipotle.com/../ca/stockton/1205-e-hammer-ln,USA
California,Victorville,12304 Palmdale Rd,92392,12304 Palmdale Rd,(442) 219-0230,34.5071638,-117.3959003,https://locations.chipotle.com/../ca/victorville/12304-palmdale-rd,USA
California,Wildomar,24032 Clinton Keith Rd,92595,24032 Clinton Keith Rd,(951) 574-1277,33.59851897904945,-117.23968004374416,https://locations.chipotle.com/../ca/wildomar/24032-clinton-keith-rd,USA
Colorado,Castle Rock,5954 Promenade Pkwy.,80108,5954 Promenade Pkwy.,(720) 983-1478,39.4194772,-104.8774765,https://locations.chipotle.com/../co/castle-rock/5954-promenade-pkwy,USA
Colorado,Colorado Springs,6530 Tutt Blvd,80923,6530 Tutt Blvd,(719) 895-3968,38.9267899,-104.715689,https://locations.chipotle.com/../co/colorado-springs/6530-tutt-blvd,USA
Florida,Apopka,1215 W Orange Blossom Trl,32712,1215 W Orange Blossom Trl,(689) 336-0006,28.68558985179515,-81.5325605926077,https://locations.chipotle.com/../fl/apopka/1215-w-orange-blossom-trl,USA
Florida,Fort Pierce,5545 Okeechobee Rd,34947,5545 Okeechobee Rd,(772) 264-4082,27.4174444,-80.3814096,https://locations.chipotle.com/../fl/fort-pierce/5545-okeechobee-rd,USA
Florida,Haines City,35654 US 27 N,33844,35654 US 27 N,(863) 758-4029,28.118144428863214,-81.64056379851472,https://locations.chipotle.com/../fl/haines-city/35654-us-27-n,USA
Florida,Inverness,911 W Main St,34450,911 W Main St,(352) 423-7227,28.835558491225328,-82.34120761532687,https://locations.chipotle.com/../fl/inverness/911-w-main-st,USA
Florida,Jacksonville,11919 Atlantic Blvd,32225,11919 Atlantic Blvd,(904) 893-4518,30.3216706,-81.4954745,https://locations.chipotle.com/../fl/jacksonville/11919-atlantic-blvd,USA
Florida,Kissimmee,4390 W Vine St.,34746,4390 W Vine St.,(689) 215-5494,28.3028332,-81.4569878,https://locations.chipotle.com/../fl/kissimmee/4390-w-vine-st,USA
